Edad;IngAnual;TipVivienda;AntLaboral;DestPrestamo;CalifPrestamo;MontoPrest;TasaInteres;Default;PorcPrestamo;DefaultHistorico;MesesHistorial
31;60000;ALQUILER;4;MejorasCasa;A;25000;8.9;1;0.42;N;10
28;60000;ALQUILER;3;GastosMedicos;C;25000;13.49;1;0.42;N;10
29;200004;HIPOTECA;0;PagoDeudas;B;19000;11.83;0;0.09;N;7
35;200004;HIPOTECA;19;PagoDeudas;A;6000;7.68;0;0.03;N;8
29;200000;HIPOTECA;13;Empresa;B;10000;12.69;0;0.05;N;9
28;200000;HIPOTECA;2;Personal;A;15000;6.03;0;0.07;N;6
32;200000;ALQUILER;6;MejorasCasa;E;35000;19.03;0;0.17;Y;8
28;200000;HIPOTECA;12;Educacion;A;25000;7.9;0;0.13;N;9
31;200000;HIPOTECA;8;PagoDeudas;A;24000;8.9;0;0.12;N;9
31;200000;HIPOTECA;3;GastosMedicos;A;30000;8.9;0;0.15;N;5
28;200000;HIPOTECA;2;GastosMedicos;A;15000;8.9;0;0.07;N;10
27;60000;ALQUILER;11;Empresa;B;25000;;1;0.42;N;8
28;61000;ALQUILER;9;Personal;B;25000;9.91;1;0.41;N;7
28;200000;HIPOTECA;7;Personal;A;10000;6.99;0;0.05;N;7
35;200000;HIPOTECA;0;MejorasCasa;B;18000;10.99;0;0.09;N;10
35;188000;ALQUILER;4;PagoDeudas;D;5000;16.49;1;0.03;N;9
28;63000;ALQUILER;4;GastosMedicos;B;25000;11.36;1;0.4;N;8
32;63235;ALQUILER;3;MejorasCasa;B;25000;10.25;1;0.4;N;8
30;65000;ALQUILER;2;PagoDeudas;B;25000;10.38;1;0.38;N;8
30;65000;ALQUILER;15;MejorasCasa;B;25000;;1;0.38;N;5
31;65800;ALQUILER;15;PagoDeudas;A;25000;7.51;1;0.38;N;9
27;200000;HIPOTECA;7;Personal;B;15000;9.88;0;0.07;N;9
30;200000;ALQUILER;5;PagoDeudas;B;10000;11.36;0;0.05;N;9
28;200000;ALQUILER;4;Empresa;D;25000;15.33;0;0.13;Y;7
27;200000;HIPOTECA;6;Educacion;A;10000;7.51;0;0.05;N;10
32;188000;ALQUILER;14;PagoDeudas;B;25000;10.62;1;0.13;N;5
29;66000;ALQUILER;4;Educacion;B;25000;11.48;1;0.38;N;10
29;200000;HIPOTECA;7;Personal;B;14400;11.14;0;0.07;N;7
30;200000;HIPOTECA;0;GastosMedicos;B;24250;11.48;0;0.12;N;8
30;200000;HIPOTECA;4;GastosMedicos;B;6000;11.83;0;0.03;N;5
29;188000;ALQUILER;0;MejorasCasa;B;25000;12.18;1;0.13;N;5
27;200000;HIPOTECA;6;Educacion;A;5000;7.74;0;0.03;N;7
30;200000;HIPOTECA;0;MejorasCasa;A;10000;8.59;0;0.05;N;7
28;200000;ALQUILER;1;GastosMedicos;B;24250;12.53;0;0.12;N;5
30;200000;HIPOTECA;5;Personal;B;20000;11.48;0;0.1;N;7
30;69000;ALQUILER;6;Educacion;D;25000;14.09;1;0.36;Y;5
32;69996;ALQUILER;4;Empresa;D;25000;15.95;1;0.36;Y;10
27;70000;ALQUILER;11;Personal;B;25000;11.71;1;0.36;N;7
33;14400;PROPIO;0;Empresa;C;2000;14.79;0;0.14;N;8
32;64000;ALQUILER;11;PagoDeudas;D;25000;15.2;1;0.39;N;5
29;70000;ALQUILER;3;Personal;D;25000;14.83;1;0.36;N;6
30;72000;ALQUILER;5;Empresa;D;25000;16.32;1;0.35;Y;5
27;72000;ALQUILER;9;Educacion;B;25000;10.75;1;0.35;N;8
31;57800;ALQUILER;2;GastosMedicos;E;25000;17.19;1;0.37;N;8
32;74400;ALQUILER;16;GastosMedicos;B;25000;10.38;1;0.34;N;8
29;68872;ALQUILER;2;Personal;D;25000;15.95;1;0.36;Y;10
30;75000;ALQUILER;9;Personal;D;25000;15.2;1;0.33;N;5
34;75000;ALQUILER;9;PagoDeudas;B;25000;10.38;1;0.33;N;8
29;192000;HIPOTECA;6;Empresa;C;15000;14.27;0;0.08;Y;6
35;192000;HIPOTECA;11;MejorasCasa;B;10000;11.99;0;0.05;N;9
28;192000;HIPOTECA;8;GastosMedicos;B;20000;;0;0.1;N;9
29;190000;HIPOTECA;5;Personal;A;4000;6.62;0;0.02;N;5
31;190000;PROPIO;8;Educacion;A;15000;6.03;0;0.08;N;8
31;190000;HIPOTECA;4;PagoDeudas;A;9000;6.03;0;0.05;N;7
28;190000;HIPOTECA;1;MejorasCasa;D;35000;17.49;0;0.18;N;6
29;190000;HIPOTECA;3;Educacion;B;14000;;0;0.07;N;6
35;14400;PROPIO;2;PagoDeudas;B;5550;10.37;1;0.39;N;8
27;69000;ALQUILER;5;Empresa;E;25000;13.75;1;0.36;Y;6
30;75600;ALQUILER;0;Personal;B;25000;9.99;1;0.33;N;8
30;77000;ALQUILER;7;Personal;B;25000;10.75;1;0.32;N;8
28;190000;HIPOTECA;7;Educacion;B;25000;;0;0.13;N;8
29;190000;ALQUILER;1;MejorasCasa;B;7000;9.88;0;0.04;N;9
31;190000;HIPOTECA;15;GastosMedicos;C;24000;;0;0.13;N;10
27;190000;PROPIO;11;GastosMedicos;B;23000;11.83;0;0.12;N;8
34;178000;HIPOTECA;4;PagoDeudas;D;12000;15.65;1;0.07;Y;5
30;190000;ALQUILER;3;PagoDeudas;B;15000;11.48;0;0.08;N;8
33;190000;HIPOTECA;10;MejorasCasa;D;20000;14.11;0;0.11;N;10
32;190000;ALQUILER;8;Educacion;A;15000;9.63;0;0.08;N;7
32;189996;ALQUILER;4;Personal;A;8400;9.32;0;0.04;N;8
33;189000;HIPOTECA;5;PagoDeudas;A;20000;6.17;0;0.11;N;7
30;78000;ALQUILER;4;MejorasCasa;D;25000;;1;0.32;Y;9
31;78000;ALQUILER;10;GastosMedicos;B;25000;10.75;1;0.32;N;8
27;72000;ALQUILER;3;PagoDeudas;D;25000;15.95;1;0.35;Y;6
33;186996;HIPOTECA;0;Educacion;D;25000;14.46;0;0.13;Y;8
29;148410;HIPOTECA;5;GastosMedicos;D;11200;16.89;1;0.06;Y;9
28;186480;HIPOTECA;12;GastosMedicos;C;10000;14.22;0;0.05;Y;9
29;186063;HIPOTECA;14;Educacion;B;25000;10.46;0;0.13;N;6
27;186000;HIPOTECA;0;MejorasCasa;B;3700;10.99;0;0.02;N;5
28;186000;OTRO;3;Empresa;A;2500;7.4;0;0.01;N;9
27;185232;HIPOTECA;10;Personal;A;35000;;0;0.19;N;8
30;185000;HIPOTECA;8;Empresa;B;15000;10.99;0;0.08;N;7
29;173000;HIPOTECA;7;PagoDeudas;D;28000;17.49;1;0.16;Y;10
32;80000;ALQUILER;2;Empresa;B;25000;;1;0.31;N;8
35;80000;ALQUILER;19;Empresa;D;25000;14.09;1;0.31;Y;10
33;80000;ALQUILER;0;GastosMedicos;B;25000;11.86;1;0.31;N;8
27;183000;ALQUILER;12;Educacion;E;15000;19.03;0;0.08;Y;6
32;80000;ALQUILER;1;GastosMedicos;C;25000;12.87;1;0.31;N;9
30;14400;PROPIO;2;Empresa;B;1000;10.62;0;0.07;N;10
30;14400;PROPIO;0;MejorasCasa;D;9250;14.96;1;0.64;N;10
29;180396;HIPOTECA;8;Personal;B;18000;12.69;0;0.1;N;9
29;180000;HIPOTECA;2;Personal;E;31000;19.42;0;0.17;Y;8
30;180000;HIPOTECA;2;PagoDeudas;A;12500;6.03;0;0.07;N;6
27;180000;ALQUILER;2;GastosMedicos;B;15000;12.42;0;0.08;N;10
31;180000;HIPOTECA;5;Empresa;C;9000;14.27;0;0.05;Y;6
32;180000;HIPOTECA;12;Personal;A;10000;7.9;0;0.06;N;10
31;180000;PROPIO;15;Educacion;B;10000;11.71;0;0.06;N;7
30;14400;PROPIO;0;GastosMedicos;D;5000;14.96;1;0.35;N;9
28;84000;ALQUILER;7;Personal;E;25000;15.95;0;0.3;Y;7
31;85000;ALQUILER;5;Empresa;B;25000;10.75;0;0.29;N;7
34;180000;HIPOTECA;9;Educacion;C;12900;12.99;0;0.07;Y;7
33;180000;HIPOTECA;17;PagoDeudas;A;13000;7.29;0;0.07;N;7
29;180000;HIPOTECA;9;Personal;A;15000;5.79;0;0.08;N;6
30;180000;HIPOTECA;11;Empresa;D;28000;14.91;0;0.16;Y;5
27;180000;ALQUILER;4;Personal;B;8000;10.37;0;0.04;N;5
35;180000;HIPOTECA;6;PagoDeudas;A;8500;6.92;0;0.05;N;8
28;180000;ALQUILER;4;Empresa;C;9000;13.8;0;0.05;N;10
31;85000;ALQUILER;0;Personal;B;25000;11.89;0;0.29;N;6
30;85000;ALQUILER;3;MejorasCasa;B;25000;12.21;0;0.29;N;6
28;15000;PROPIO;2;Personal;B;4375;12.42;1;0.29;N;9
30;180000;HIPOTECA;14;PagoDeudas;B;20000;11.48;0;0.11;N;8
31;168000;ALQUILER;1;Empresa;E;20000;;1;0.12;Y;7
33;180000;ALQUILER;0;GastosMedicos;A;7000;7.74;0;0.04;N;6
30;168000;HIPOTECA;8;Educacion;A;10000;8.94;1;0.06;N;5
28;168000;ALQUILER;0;PagoDeudas;F;15000;17.26;1;0.09;Y;9
27;168000;HIPOTECA;5;PagoDeudas;F;24000;17.26;1;0.14;N;9
32;90000;ALQUILER;2;Personal;B;25000;9.99;0;0.28;N;7
32;90000;ALQUILER;7;Educacion;D;25000;15.58;0;0.28;N;7
29;15000;PROPIO;5;Personal;A;5000;7.51;1;0.33;N;7
28;78000;ALQUILER;0;Personal;D;25000;;1;0.32;Y;5
34;91000;ALQUILER;11;GastosMedicos;B;25000;11.36;0;0.27;N;5
31;15000;HIPOTECA;3;PagoDeudas;D;2000;16.89;1;0.13;Y;8
29;92200;ALQUILER;7;Empresa;D;25000;14.96;0;0.27;N;5
30;96000;ALQUILER;3;Personal;B;25000;;0;0.26;N;6
28;175000;ALQUILER;7;MejorasCasa;A;6000;7.9;0;0.03;N;10
29;163000;ALQUILER;;Empresa;D;4000;16.29;1;0.02;N;6
35;175000;ALQUILER;0;PagoDeudas;B;16000;11.49;0;0.09;N;10
29;175000;HIPOTECA;1;PagoDeudas;A;15000;8.49;0;0.09;N;8
31;175000;HIPOTECA;3;Educacion;E;7500;19.69;0;0.04;N;9
35;175000;HIPOTECA;12;Empresa;A;2200;8.49;0;0.01;N;7
27;96000;ALQUILER;11;MejorasCasa;E;25000;;0;0.26;N;6
29;97000;ALQUILER;4;Personal;B;25000;10.37;0;0.26;N;10
31;86000;ALQUILER;1;PagoDeudas;D;25000;16;1;0.29;Y;5
29;88000;ALQUILER;9;Personal;D;25000;14.46;1;0.28;Y;10
33;100000;ALQUILER;1;MejorasCasa;C;25000;11.66;0;0.25;N;9
28;15000;HIPOTECA;0;MejorasCasa;D;4000;15.37;1;0.27;N;10
35;15000;PROPIO;3;MejorasCasa;A;3700;9.32;1;0.25;N;6
30;75480;ALQUILER;1;GastosMedicos;C;25000;15.27;1;0.28;Y;9
30;102000;ALQUILER;2;Empresa;B;25000;9.62;0;0.25;N;8
35;15000;HIPOTECA;0;Empresa;C;1925;12.84;0;0.13;N;6
27;103250;ALQUILER;1;Empresa;C;25000;12.73;0;0.24;N;10
29;105996;ALQUILER;13;MejorasCasa;D;25000;14.83;0;0.24;N;9
28;175000;ALQUILER;4;Empresa;B;24500;;0;0.14;N;8
30;175000;HIPOTECA;2;MejorasCasa;A;6000;7.68;0;0.03;N;7
29;174996;HIPOTECA;8;Educacion;D;25000;15.28;0;0.14;Y;10
28;174000;HIPOTECA;2;Personal;D;12000;;0;0.07;N;10
27;96000;ALQUILER;1;Empresa;D;25000;16.89;1;0.26;Y;10
35;110000;ALQUILER;9;PagoDeudas;C;25000;13.49;0;0.23;N;8
34;171996;HIPOTECA;1;Personal;D;15000;14.96;0;0.09;N;5
31;159200;HIPOTECA;1;PagoDeudas;D;16000;15.65;1;0.1;Y;6
28;159000;ALQUILER;5;Personal;D;6000;15.95;1;0.04;N;10
33;170004;HIPOTECA;17;Personal;A;12000;7.51;0;0.07;N;9
31;15456;HIPOTECA;1;Personal;A;4000;8.9;1;0.26;N;5
34;158000;HIPOTECA;2;Empresa;C;12000;;1;0.08;N;8
31;158000;ALQUILER;8;PagoDeudas;D;10200;15.99;1;0.06;Y;7
35;170000;HIPOTECA;6;Educacion;A;6500;7.49;0;0.04;N;10
34;170000;HIPOTECA;9;Empresa;D;7500;15.99;0;0.04;N;10
29;170000;HIPOTECA;7;Personal;C;35000;12.99;0;0.21;Y;5
31;170000;HIPOTECA;15;Personal;C;10000;13.49;0;0.06;Y;8
34;15523;PROPIO;1;Empresa;A;3800;7.49;1;0.24;N;9
32;106000;ALQUILER;14;PagoDeudas;E;25000;16.63;1;0.24;Y;7
33;15600;PROPIO;1;Empresa;A;5900;;1;0.38;N;7
33;120000;ALQUILER;9;PagoDeudas;B;25000;11.36;0;0.21;N;8
28;108000;ALQUILER;0;Educacion;D;25000;14.61;1;0.23;Y;6
33;125000;ALQUILER;5;PagoDeudas;B;25000;11.36;0;0.2;N;5
30;15600;HIPOTECA;;PagoDeudas;A;6250;5.79;1;0.4;N;6
29;113000;ALQUILER;1;Educacion;D;25000;15.31;1;0.22;N;6
32;170000;ALQUILER;9;Personal;B;10000;11.14;0;0.06;N;5
32;168000;ALQUILER;5;Educacion;C;25000;15.27;0;0.15;N;6
30;102213;ALQUILER;3;GastosMedicos;D;25000;15.7;1;0.21;N;7
27;15600;PROPIO;0;Educacion;A;6400;7.74;1;0.41;N;9
30;135000;ALQUILER;4;Personal;D;25000;15.21;0;0.19;Y;6
35;123000;ALQUILER;2;Personal;E;25000;17.19;1;0.2;Y;8
28;140000;ALQUILER;11;MejorasCasa;C;25000;13.11;0;0.18;Y;7
33;140004;ALQUILER;7;Educacion;D;25000;15.58;0;0.18;N;10
31;143000;ALQUILER;4;Empresa;D;25000;16.07;0;0.17;Y;7
32;150000;ALQUILER;7;PagoDeudas;A;25000;8.49;0;0.17;N;7
30;150000;ALQUILER;3;Personal;E;25000;17.56;0;0.17;N;5
27;150000;ALQUILER;1;Educacion;B;25000;11.36;0;0.17;N;6
29;16000;PROPIO;3;Empresa;A;3000;7.9;1;0.19;N;8
30;165000;HIPOTECA;3;Educacion;D;5000;15.62;0;0.03;Y;10
27;165000;HIPOTECA;6;MejorasCasa;C;35000;12.99;0;0.21;N;9
31;165000;HIPOTECA;3;MejorasCasa;C;15000;12.61;0;0.09;N;7
30;150000;ALQUILER;5;PagoDeudas;C;25000;12.53;0;0.17;N;6
30;16000;HIPOTECA;2;GastosMedicos;A;7275;5.42;1;0.45;N;10
31;138000;ALQUILER;0;Empresa;D;25000;13.24;1;0.18;N;7
33;16000;HIPOTECA;0;GastosMedicos;A;6000;7.14;1;0.38;N;5
31;139016;ALQUILER;5;Empresa;D;25000;15.37;1;0.18;Y;8
30;156000;ALQUILER;5;GastosMedicos;B;25000;9.88;0;0.16;N;7
30;148000;ALQUILER;0;Educacion;D;25000;15.95;1;0.17;N;8
29;163000;ALQUILER;4;PagoDeudas;B;25000;9.91;0;0.15;N;5
30;170000;ALQUILER;14;Educacion;D;25000;15.2;0;0.15;N;8
27;170000;ALQUILER;11;Personal;D;25000;16.32;0;0.15;N;10
27;16000;OTRO;1;PagoDeudas;D;5750;;1;0.36;Y;8
30;170000;ALQUILER;14;MejorasCasa;D;25000;15.21;0;0.15;N;5
29;175000;ALQUILER;1;Personal;B;25000;10.74;0;0.14;N;5
32;162000;ALQUILER;5;Empresa;A;20000;6.99;0;0.12;N;9
28;127500;HIPOTECA;5;GastosMedicos;E;20000;17.04;1;0.13;Y;8
29;160800;ALQUILER;3;Empresa;B;4800;10.99;0;0.03;N;5
27;160669;HIPOTECA;3;PagoDeudas;B;8000;11.36;0;0.05;N;9
30;148000;ALQUILER;2;Educacion;E;22200;19.42;1;0.15;N;8
29;125800;ALQUILER;11;GastosMedicos;D;9000;16.77;1;0.06;N;8
28;178000;ALQUILER;5;Educacion;D;25000;14.46;1;0.14;Y;7
32;227500;ALQUILER;3;GastosMedicos;C;25000;12.53;0;0.11;N;5
27;223000;ALQUILER;2;Educacion;F;25000;18.3;1;0.11;N;9
32;235000;ALQUILER;1;Personal;C;25000;12.53;0;0.11;Y;7
33;248735;ALQUILER;4;PagoDeudas;D;25000;14.11;1;0.1;Y;6
33;16620;PROPIO;;MejorasCasa;A;3000;5.99;1;0.18;N;6
31;16656;HIPOTECA;;GastosMedicos;C;2400;14.72;1;0.14;N;7
28;78000;ALQUILER;12;MejorasCasa;G;24625;18.36;1;0.32;N;5
30;32004;ALQUILER;1;Personal;B;24250;11.12;1;0.76;N;5
30;36000;ALQUILER;3;PagoDeudas;C;24250;12.61;1;0.67;Y;7
27;160000;HIPOTECA;11;MejorasCasa;A;16000;8.49;0;0.1;N;5
32;160000;HIPOTECA;2;GastosMedicos;B;3200;;0;0.02;N;5
29;160000;HIPOTECA;9;Personal;C;14700;13.43;0;0.09;Y;5
29;160000;HIPOTECA;8;Educacion;A;7000;;0;0.04;N;8
27;160000;HIPOTECA;12;PagoDeudas;C;7000;12.23;0;0.04;Y;6
34;16800;PROPIO;0;Personal;C;1600;13.72;0;0.1;Y;5
27;74000;ALQUILER;7;PagoDeudas;D;24250;15.31;1;0.33;Y;8
28;16800;PROPIO;;GastosMedicos;C;5000;13.98;1;0.3;N;8
28;16800;PROPIO;5;Educacion;B;5000;9.88;1;0.3;N;7
28;148000;HIPOTECA;0;MejorasCasa;D;15000;15.65;1;0.1;Y;5
30;160000;ALQUILER;0;Empresa;B;8400;11.89;0;0.05;N;6
27;160000;HIPOTECA;12;GastosMedicos;C;1500;11.78;0;0.01;Y;6
29;160000;ALQUILER;0;PagoDeudas;C;15000;13.04;0;0.09;N;5
30;105000;ALQUILER;4;Empresa;D;24250;15.65;0;0.23;N;10
31;118320;ALQUILER;1;MejorasCasa;B;24250;12.53;0;0.2;N;5
29;108000;ALQUILER;0;Personal;D;24250;16;1;0.22;N;9
29;126000;ALQUILER;10;MejorasCasa;E;24250;16.7;0;0.19;Y;7
32;17000;PROPIO;0;Personal;D;3200;14.84;1;0.19;N;7
31;105400;ALQUILER;2;GastosMedicos;D;24250;15.31;1;0.2;N;5
27;128000;ALQUILER;11;PagoDeudas;D;24250;14.59;1;0.19;N;10
30;144600;ALQUILER;14;Empresa;B;24250;;0;0.17;N;6
29;148716;ALQUILER;4;Personal;C;24250;13.23;0;0.16;Y;9
34;168000;ALQUILER;0;PagoDeudas;B;24250;11.83;0;0.14;N;10
30;17280;HIPOTECA;0;Personal;C;2000;;0;0.12;N;7
27;47000;ALQUILER;0;PagoDeudas;E;24000;17.14;1;0.51;N;5
35;49000;ALQUILER;2;PagoDeudas;D;24000;15.2;1;0.49;N;10
28;58000;ALQUILER;12;Educacion;B;24000;10.75;1;0.41;N;10
28;17544;HIPOTECA;2;Educacion;A;1500;8.63;0;0.09;N;10
28;54000;ALQUILER;1;Empresa;E;24000;16.45;1;0.44;Y;8
35;17640;PROPIO;;GastosMedicos;D;4000;16.29;1;0.23;N;7
31;17676;PROPIO;1;Educacion;D;2500;14.74;0;0.14;N;10
30;65000;ALQUILER;4;MejorasCasa;A;24000;7.9;1;0.37;N;5
27;17795;PROPIO;4;GastosMedicos;A;2650;;0;0.15;N;8
31;59712;ALQUILER;0;PagoDeudas;E;24000;17.43;1;0.4;N;9
28;67000;ALQUILER;5;PagoDeudas;A;24000;7.49;1;0.36;N;10
27;18000;PROPIO;4;Educacion;A;5000;7.9;1;0.28;N;9
29;72000;ALQUILER;4;Educacion;A;24000;7.66;1;0.33;N;6
27;72000;ALQUILER;3;Empresa;D;24000;14.96;1;0.33;N;10
28;72000;ALQUILER;0;GastosMedicos;C;24000;13.85;1;0.33;N;5
30;18000;HIPOTECA;6;GastosMedicos;B;2200;;1;0.12;N;6
27;75860;ALQUILER;9;GastosMedicos;B;24000;10.99;1;0.32;N;5
27;78000;ALQUILER;4;Personal;B;24000;10.99;1;0.31;N;10
35;80000;ALQUILER;1;Personal;C;24000;13.92;0;0.3;Y;5
32;85000;ALQUILER;4;Personal;A;24000;7.9;0;0.28;N;6
28;85000;ALQUILER;7;GastosMedicos;B;24000;;0;0.28;N;10
30;90000;ALQUILER;3;GastosMedicos;B;24000;11.49;0;0.27;N;6
31;95000;ALQUILER;3;MejorasCasa;D;24000;13.67;0;0.25;Y;10
30;85000;ALQUILER;1;Personal;E;24000;16.82;1;0.28;N;8
35;100450;ALQUILER;1;Personal;B;24000;12.69;0;0.24;N;7
28;103832;ALQUILER;12;Educacion;E;24000;16.69;0;0.23;N;5
35;105000;ALQUILER;6;Empresa;B;24000;9.25;0;0.23;N;7
30;105400;ALQUILER;1;PagoDeudas;C;24000;13.11;0;0.23;Y;6
29;110000;ALQUILER;4;MejorasCasa;E;24000;18.39;0;0.22;Y;8
29;125000;ALQUILER;3;Empresa;E;24000;;0;0.19;Y;5
31;125004;ALQUILER;13;Empresa;B;24000;9.25;0;0.19;N;8
27;18000;HIPOTECA;0;Empresa;A;2000;7.88;0;0.11;N;5
32;18000;PROPIO;0;Empresa;A;4750;7.88;1;0.26;N;6
31;138000;ALQUILER;0;Personal;D;24000;15.65;1;0.17;Y;5
28;206000;ALQUILER;2;Educacion;C;24000;;0;0.12;Y;5
28;75000;ALQUILER;5;Empresa;D;23850;16.29;1;0.32;N;10
29;40000;ALQUILER;2;PagoDeudas;B;23500;11.12;1;0.59;N;8
34;45600;ALQUILER;;Personal;B;23500;11.36;1;0.52;N;9
28;58704;ALQUILER;5;PagoDeudas;C;23500;14.72;1;0.4;N;7
28;18000;PROPIO;2;GastosMedicos;C;6350;13.57;1;0.35;N;5
29;78200;ALQUILER;5;GastosMedicos;B;23500;11.36;0;0.3;N;8
29;90000;ALQUILER;0;Empresa;B;23475;11.58;0;0.26;N;6
28;75000;ALQUILER;3;Educacion;B;23000;10.51;1;0.31;N;9
30;72000;ALQUILER;2;Educacion;B;23000;12.18;1;0.32;N;6
29;91440;ALQUILER;13;MejorasCasa;A;23000;6.54;0;0.25;N;7
31;112000;ALQUILER;5;Personal;B;23000;12.18;0;0.21;N;6
27;52000;ALQUILER;0;Empresa;C;22950;13.49;1;0.44;N;9
35;49404;ALQUILER;0;GastosMedicos;A;22750;6.54;1;0.46;N;9
29;46000;ALQUILER;1;PagoDeudas;D;22750;14.46;1;0.49;N;9
34;69600;ALQUILER;10;Empresa;A;22650;;1;0.33;N;6
28;46500;ALQUILER;2;Educacion;D;22500;14.96;1;0.48;Y;9
34;39000;ALQUILER;0;MejorasCasa;C;22400;;1;0.57;Y;9
35;68231;ALQUILER;3;Educacion;C;22400;12.99;1;0.33;Y;7
32;73000;ALQUILER;0;Educacion;B;22400;12.69;1;0.31;N;5
29;58500;ALQUILER;1;GastosMedicos;D;22000;13.67;1;0.38;N;6
30;75000;ALQUILER;5;MejorasCasa;B;22000;10.62;0;0.29;N;10
31;69000;ALQUILER;1;PagoDeudas;D;22000;13.67;1;0.32;Y;7
27;19000;PROPIO;2;MejorasCasa;D;7800;15.58;1;0.41;Y;5
28;80000;ALQUILER;0;Empresa;B;22000;9.76;0;0.28;N;9
31;85000;ALQUILER;6;GastosMedicos;B;22000;11.58;0;0.26;N;5
28;92000;ALQUILER;6;Educacion;B;22000;12.69;0;0.24;N;9
27;190000;ALQUILER;5;Empresa;A;22000;6.91;0;0.12;N;10
35;60000;ALQUILER;19;Empresa;D;21725;15.62;1;0.36;Y;10
27;19200;HIPOTECA;3;Empresa;D;1400;16.77;0;0.07;N;6
29;19200;PROPIO;7;Empresa;A;6000;;1;0.31;N;5
28;83004;ALQUILER;13;GastosMedicos;A;21600;6.91;0;0.26;N;10
33;80001;ALQUILER;6;Educacion;E;21600;18.64;1;0.27;N;10
31;120000;ALQUILER;7;MejorasCasa;E;21600;19.03;0;0.18;Y;5
30;64600;ALQUILER;0;GastosMedicos;A;21500;6.91;1;0.28;N;10
30;132000;ALQUILER;14;MejorasCasa;B;21500;10.62;0;0.16;N;8
33;19200;PROPIO;2;Personal;B;6000;11.99;1;0.31;N;7
35;40000;ALQUILER;3;Empresa;F;21000;19.41;1;0.53;Y;10
33;47580;ALQUILER;12;Personal;B;21000;;1;0.44;N;8
33;57500;ALQUILER;2;MejorasCasa;D;21000;16.29;1;0.37;Y;5
30;19200;HIPOTECA;2;MejorasCasa;C;4750;13.61;1;0.25;Y;8
31;66000;ALQUILER;3;Personal;B;21000;10.37;1;0.32;N;10
28;68666;ALQUILER;7;PagoDeudas;B;21000;12.69;1;0.31;N;8
28;71250;ALQUILER;2;Personal;F;21000;;1;0.29;Y;9
31;72000;ALQUILER;6;PagoDeudas;B;21000;11.99;1;0.29;N;6
29;80000;ALQUILER;3;Personal;B;21000;10.99;0;0.26;N;6
28;90000;ALQUILER;12;Personal;D;21000;14.54;0;0.23;N;9
33;83000;ALQUILER;0;PagoDeudas;B;21000;11.71;1;0.25;N;7
29;93000;ALQUILER;13;Educacion;B;21000;12.42;1;0.23;N;10
28;100511;ALQUILER;1;PagoDeudas;D;21000;;1;0.21;Y;5
29;117000;ALQUILER;6;Personal;B;21000;10.65;0;0.18;N;9
30;150000;ALQUILER;2;Empresa;B;21000;12.62;0;0.14;N;9
34;138000;ALQUILER;0;MejorasCasa;E;21000;18.79;1;0.15;N;10
31;32400;ALQUILER;2;PagoDeudas;C;20500;11.03;1;0.63;Y;6
35;40934;ALQUILER;5;Educacion;B;20500;12.53;1;0.5;N;6
28;58200;ALQUILER;11;Educacion;E;20500;16.82;1;0.35;Y;5
35;54000;ALQUILER;0;Personal;D;20500;14.61;1;0.38;Y;5
33;50000;ALQUILER;0;MejorasCasa;A;20400;6.54;1;0.41;N;7
29;72000;ALQUILER;8;MejorasCasa;B;20400;11.49;0;0.28;N;7
31;30372;ALQUILER;2;Personal;D;20200;14.74;1;0.67;Y;5
27;52275;ALQUILER;7;GastosMedicos;D;20050;17.58;1;0.33;Y;10
32;39500;ALQUILER;12;PagoDeudas;C;20000;13.11;1;0.51;N;5
27;40000;ALQUILER;11;PagoDeudas;A;20000;6.91;1;0.5;N;8
31;42000;ALQUILER;1;Empresa;C;20000;13.57;1;0.48;N;6
32;36500;ALQUILER;2;PagoDeudas;E;20000;;1;0.55;Y;8
30;45000;ALQUILER;3;Empresa;B;20000;11.86;1;0.44;N;7
30;20000;PROPIO;14;MejorasCasa;A;3800;6.99;0;0.19;N;5
35;20000;PROPIO;1;Empresa;A;5500;7.66;0;0.28;N;8
31;20000;PROPIO;3;Empresa;A;6400;5.42;0;0.32;N;6
29;20000;PROPIO;1;Educacion;A;5000;5.79;0;0.25;N;7
30;50000;ALQUILER;4;Empresa;C;20000;13.49;1;0.4;N;10
27;50004;ALQUILER;5;PagoDeudas;B;20000;;1;0.4;N;9
28;20000;PROPIO;0;GastosMedicos;E;10000;;1;0.5;N;7
31;20000;PROPIO;3;Empresa;B;5000;11.83;0;0.25;N;7
29;51996;ALQUILER;13;Empresa;D;20000;;1;0.38;Y;5
31;20000;PROPIO;5;Empresa;B;5000;11.83;0;0.25;N;5
28;20000;HIPOTECA;0;MejorasCasa;A;5000;8.59;0;0.25;N;7
30;52500;ALQUILER;2;MejorasCasa;B;20000;10.37;1;0.38;N;7
33;53004;ALQUILER;0;Personal;C;20000;13.04;1;0.38;N;10
28;54000;ALQUILER;2;GastosMedicos;A;20000;7.9;1;0.37;N;8
32;54000;ALQUILER;8;Empresa;B;20000;11.11;1;0.37;N;7
27;54000;ALQUILER;2;GastosMedicos;B;20000;10.99;1;0.37;N;8
35;54996;ALQUILER;12;MejorasCasa;A;20000;6.62;1;0.36;N;9
27;55000;ALQUILER;3;PagoDeudas;C;20000;13.48;1;0.36;N;9
32;55000;ALQUILER;2;Empresa;B;20000;11.83;1;0.36;N;7
